Colaborador,Fuente,Seudonimo,Sexo,Origen,Nacimiento,Muerte,GND_ID,Wikidata_ID,Colaboradores_GND,Sexo o género_GND,Fecha de nacimiento_GND,Fecha de fallecimiento_GND,Lugar de nacimiento GND,País de origen GND,Colaboradores_Wikidata,sexo o género_Wikidata,Lugar de nacimiento_Wikidata,País de origen_Wikidata,Fecha de nacimiento_Wikidata,Fecha de fallecimiento_Wikidata,Colaborador_VIAF,Link_VIAF,Otras fuentes,
"Escobar Rojo, Severo",Sánchez: Diccionario; Echevarría,"Escobar R., Severo",M,Colombia,1882,1928,1300354712,,"Escobar R, Severo",,,,,,"Escobar R, Severo",,,,,,"Escobar R, Severo",http://viaf.org/viaf/16169374502024280530,,
"Escobar Sarmiento, Ricardo","Minchero, Echevarría; Caparroso, Carlos Arturo: Antología lírica : 100 poemas colombianos. - 3. ed. - Bogotá : Horizonte, 1945. Nieto Caballero, Luis Eduardo: Colombia joven. - Bogotá : Arboleda & Valencia, 1918. Ardila A., Héctor M.; Viscaino, Inés: Hombres y Mujeres en las Letras de Colombia. - Santa Fé de Bogotá : Colección Aula Abierta. Cooperativa Editorial Magisterio, 1998.",Delio Seravile,M,Colombia,1885,1936,,,,,,,,,,,,,,,,,,
"Escobar Uribe, Arturo",http://viaf.org/viaf/466145857056822921453; Gallo Martínez,,M,Colombia,1911,,,,"Escobar Uribe, Arturo",,,,,,"Escobar Uribe, Arturo",,,,,,"Escobar Uribe, Arturo",http://viaf.org/viaf/466145857056822921453,"4,66E+20",
"Escobar Uribe, Jorge",https://d-nb.info/gnd/1057132020,Claudio de Alas; Otto Alas,M,Colombia,1886,1919,1057132020,,"Escobar Uribe, Jorge",Unbekannt,1886,1919,,,"Escobar Uribe, Jorge",,,,,,"Escobar Uribe, Jorge",http://viaf.org/viaf/38408056,38408056,
"Escobar Velásquez, Mario",https://es.wikipedia.org/wiki/Mario_Escobar_Vel%C3%A1squez,,M,Colombia,1928,2007,,Q66145384,"ESCOBAR VELASQUEZ, MARIO",,,,,,Mario Escobar Velásquez,male,River Thames,United Kingdom,,,"Escobar Velásquez, Mario",http://viaf.org/viaf/261998062,261998062,
"Escobar Vélez, Edgar Guillermo",https://d-nb.info/gnd/1056511397,,M,Colombia,,,1056511397,,"Escobar Vélez, Edgar Guillermo",Unbekannt,,,,,"ESCOBAR VÉLEZ, EDGAR GUILLERMO",,,,,,"Escobar Vélez, Edgar Guillermo",http://viaf.org/viaf/30809276,30809276,
"Escobar, Camilo Arturo",https://acortar.link/xO4DOU,NA,M,Colombia,1873,1906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
"Escobar, Eduardo",https://d-nb.info/gnd/101836740,,M,Colombia,1943,,101836740,,"Escobar, Eduardo",Unbekannt,1943,,Envigado,Kolumbien,"Escobar, Eduardo",,,,,,"Escobar, Eduardo",http://viaf.org/viaf/71405025,71405025,
"Escobar, Francisco S.",Sánchez: Diccionario Autores Antioqueños,,M,Colombia,,,,,,,,,,,,,,,,,,,,
"Escobar, Mario","Sánchez López, Luis María: Diccionario de escritores colombianos. - 2a. ed. - Barcelona : Plaza & Janes, 1982. Ortega Ricaurte, Carmen: Diccionario de artistas en Colombia : pintores, escultores, arquitectos (s. XVI - s. XIX), ingenieros militares (s. XVI - s. XVIII), grabadores, dibujantes, caricaturistas, ceramistas, orfebres, plateros. - 2a ed. corr. y aumentada. - Barcelona : Plaza & Janes, 1979.",,M,Colombia,,,,,,,,,,,,,,,,,,,,
"Escobar, Pedro Ignacio",Otero Muñoz 1958,Gil Rosales,M,Colombia,,,,,,,,,,,,,,,,,,,,
"Escovar Gaviria, Gonzalo",https://www.wikidata.org/wiki/Q64878296,G. Escovar,M,Colombia,1872,1914,,Q64878296,,,,,,,,,,,,,,,https://bibliotecadigital.udea.edu.co/bitstream/10495/416/1/FotografiaAntioquia.pdf,
"Escovar, José María","Gallo Martínez: Diccionario Biográfico; Robledo, Emilio, (1923): La Universidad de Antioquia (1822-1922)",,M,Colombia,1854,1933,,,,,,,,,,,,,,,,,,
"Esguerra Ortiz, Joaquín","Laverde Amaya, Isidoro. Bibliografía colombiana. https://www.cervantesvirtual.com/obra/bibliografia-colombiana-878619/",,M,Colombia,1845,,,,,,,,,,,,,,,,,"https://viaf.org/viaf/6391159477989527990002/#Esguerra_Ortiz,_Joaqui%CC%81n_1845-",,
"Esguerra, Nicolás",https://es.wikipedia.org/wiki/Nicol%C3%A1s_Esguerra,,M,Colombia,1838,1923,121998793X,Q5852862,,,,,,,,,,,,,,http://viaf.org/viaf/33630199,,
Esopo,https://es.wikipedia.org/wiki/Esopo,,M,Grecia,600,501,118647180,Q43423,,,,,,,,,,,,,,https://viaf.org/viaf/64013451/#Esopo,,
"Espino, Miguel Ángel",https://es.wikipedia.org/wiki/Miguel_%C3%81ngel_Espino,NA,M,El Salvador,1902,1967,NA,https://www.wikidata.org/wiki/Q6844914,NA,NA,NA,NA,NA,NA,Miguel Ángel Espino Najarro,M,Santa Ana,El Salvador,1082,24746,"Espino, Miguel Ángel",http://viaf.org/viaf/39503769,,
"Espinosa de Pérez, Matilde",https://d-nb.info/gnd/1015515398,,F,Colombia,1911,2008,1015515398,Q6006179,"Espinosa de Pérez, Matilde",Weiblich,1911-05-25,2008-03-19,Huila (Kolumbien),Kolumbien,Matilde Espinosa,female,,,1910-01-01T00:00:00Z,2008-03-19T00:00:00Z,"Espinosa de Pérez, Matilde",http://viaf.org/viaf/100889557,100889557,
"Espinosa de Rendón, Silveria",https://d-nb.info/gnd/1027513506,,F,Colombia,1815,1886,1027513506,,"Espinosa de Rendon, Silveria",Unbekannt,1815-01-20,1886-08-16,Sopó,Kolumbien,"Espinosa de Rendón, Silveria",,,,,,"Espinosa de Rendón, Silveria",,,
"Espinosa Guzmán, Rafael",Ospina; Sánchez: Diccionario,,M,Colombia,,,,,,,,,,,,,,,,,,,,
"Espinosa Valderrama, Abdón",https://www.wikidata.org/wiki/Q57634167,,M,Colombia,1921,2018,171077482,Q57634167,"Espinosa Valderrama, Abdón",Unbekannt,,,,,Abdón Espinosa Valderrama,male,Bucaramanga,Colombia,1921-01-01T00:00:00Z,2018-10-20T00:00:00Z,"Espinosa Valderrama, Abdón",http://viaf.org/viaf/21322896,21322896,
"Espinosa, Germán",https://www.wikidata.org/wiki/Q3039682,,M,Colombia,1938,2007,1013901274,Q3039682,"Espinosa, Germán",Unbekannt,1938,2007,,,Germán Espinosa,male,Cartagena de Indias,Colombia,1938-04-20T00:00:00Z,2007-10-17T00:00:00Z,"Espinosa, Germán",http://viaf.org/viaf/66510908,66510908,
"Esquivel Obregón, Toribio",https://viaf.org/viaf/71451573,,M,México,1864,1946,,,,,,,,,,,,,,,"Esquivel Obregón, Toribio",https://viaf.org/viaf/71451573,71451573,
"Esquivia Vásquez, Aníbal",Sánchez: Diccionario; Avila A.,Ave,M,Colombia,1906,1956,,,"Esquivia Vásquez, Aníbal",,,,,,"Esquivia Vásquez, Aníbal",,,,,,"Esquivia Vásquez, Aníbal",,,
"Estévez, José Mouriño",https://gl.wikipedia.org/wiki/Jos%C3%A9_Mouri%C3%B1o_Est%C3%A9vez,El Márquez de Sabuz,M,España,1866,1928,,Q12391129,,,,,,,,,,,,,,http://viaf.org/viaf/310536150,,
"Estrada Monsalve, Joaquín",https://d-nb.info/gnd/1056405090,,M,Colombia,1910,1948,1056405090,,"Estrada Monsalve, Joaquín",Unbekannt,1910,1948,,,"ESTRADA MONSALVE, JOAQUÍN",,,,,,"Estrada Monsalve, Joaquín, 1910-",http://viaf.org/viaf/71067638,71067638,
"Estrada Paniagua, Felipe",https://es.wikipedia.org/wiki/Felipe_Estrada_Paniagua,,M,Guatemala,1867,1911,,Q23942896,,,,,,,,,,,,,,"https://viaf.org/viaf/200145857129522922963/#Estrada_Paniagua,_Felipe",,
"Estrada Roldán, Noel",http://viaf.org/viaf/103146331907318691900; Sánchez: Diccionario Autores Antioqueños,,M,Colombia,1927,2007,,,"ESTRADA ROLDAN, NOEL",,,,,,"ESTRADA ROLDAN, NOEL",,,,,,"Estrada Roldán, Noel 1927-2007",http://viaf.org/viaf/103146331907318691900,"1,03E+20",
"Estrada Vélez, Federico",https://www.wikidata.org/wiki/Q108991300,,M,Colombia,,,,Q108991300,"ESTRADA VÉLEZ, FEDERICO",,,,,,Federico Estrada Vélez,male,,,,,"Estrada Vélez, Federico",http://viaf.org/viaf/43248030,43248030,
"Eusse Sánchez, Arturo",Sánchez: Diccionario de autores antioqueños,,M,Colombia,,,,,,,,,,,,,,,,,,,,
"Ewers, Hanns Heinz",http://viaf.org/viaf/13528553,NA,M,Alemania,1871,1943,NA,https://www.wikidata.org/wiki/Q67169,NA,NA,NA,NA,NA,NA,Hanns Heinz Ewers,M,Alemania,Alemania,03/11/71,15869,"Ewers, Hanns Heinz",http://viaf.org/viaf/13528553,,
"Exbrayat, Jaime",QeQ Ven.; Avila A.,,M,Francia,1892,1967,105664687X,,"Exbrayat Boncompain, Jaime",Unbekannt,,,,,"Exbrayat, Jaime",,,,,,"Exbrayat, Jaime",http://viaf.org/viaf/41104320,41104320,
"Fábrega, Pedro","Mendez Pereira, Octavio. Parnaso Panameño",,M,Panamá,1872,,,,,,,,,,,,,,,,,,,
"Facio Lince, Elena",https://www.wikidata.org/wiki/Q105754631,,F,Colombia,1900,2000,,Q105754631,"FACIO LINCE, ELENA",,,,,,Helena Facio Lince,female,"Salamina, Caldas",Colombia,1900-01-01T00:00:00Z,2000-01-01T00:00:00Z,"FACIO LINCE, ELENA",,,
"Fació Lince, José María",Diccionario de Antioqueños,,M,Colombia,1816,1853,,,,,,,,,,,,,,,,,,
"Facio, Justo A.",https://d-nb.info/gnd/133526402,,M,Costa Rica,1859,1931,133526402,Q110080244,"Facio, Justo A.",Unbekannt,1859,1931,,,Justo A. Facio,,,,1859-01-01T00:00:00Z,1931-01-01T00:00:00Z,"Facio, Justo A.",http://viaf.org/viaf/47954868,47954868,
"Fajardo, Avelino","https://viaf.org/viaf/233145857057322921507/#Fajardo,_Avelino",,M,Colombia,,,,,,,,,,,,,,,,,,http://viaf.org/viaf/233145857057322921507,,
"Fallón, Diego",https://d-nb.info/gnd/106521118X,,M,Colombia,1834,1905,106521118X,Q5806083,,,,,,,,,,,,,,https://viaf.org/viaf/16772997,16772997,
"Fastenrath, Johannes",,,M,Alemania,1839,1908,https://d-nb.info/gnd/116412658,https://www.wikidata.org/wiki/Q78237,https://www.wikidata.org/wiki/Q78237,,,,,,,,,,,,,http://viaf.org/viaf/74602476,,
"Febres Cordero, Tulio",http://viaf.org/viaf/19751,,M,Venezuela,1860,1938,,,,,,,,,,,,,,,,,,
"Fernández Amador, Juan",,NA,M,España,1874,1943,1056178434,Q28654432,"Fernández Amador de los Rios, Juan",,,,,Spanien,Juan Fernández Amador de los Ríos,male,,Spain,1874,1943,"Fernández Amador de los Ríos, Juan",https://viaf.org/viaf/9255157527416327300005/,,
"Fernández Avendaño, Enrique Wenceslao",https://viaf.org/viaf/1161096380029100960; Sánchez: Diccionario Autores Antioqueños,"Betis, Gasparin, Juan Aburrido, Plauto",M,Colombia,1858,1931,,,"Fernández, Enrique W.",,,,,,"Fernández, Enrique W.",,,,,,"Fernández, Enrique W. 1858-1931",https://viaf.org/viaf/1161096380029100960,,
"Fernández Botero, Eduardo",https://d-nb.info/gnd/140282181,,M,Colombia,1905,1974,140282181,,"Fernández Botero, Eduardo",Unbekannt,1905,1974,,,"FERNÁNDEZ BOTERO, EDUARDO",,,,,,"Fernández Botero, Eduardo 1905-1974",http://viaf.org/viaf/263636148,263636148,
"Fernández de Piedrahita, Lucas",https://www.wikidata.org/wiki/Q4385472,,M,Colombia,1624,1688,13718350X,Q4385472,"Fernández de Piedrahita, Lucas",Unbekannt,1624,1688,Bogotá,Kolumbien,Lucas Fernandez de Piedrahita,male,Bogotá,Colombia,1624-01-01T00:00:00Z,1688-01-01T00:00:00Z,"Fernández de Piedrahita, Lucas",http://viaf.org/viaf/39719860,39719860,
"Fernández de Solís y Valenzuela, Bruno Fernando de",https://d-nb.info/gnd/1044935286,,M,España,1616,1677,1044935286,Q110215041,"Solís y Valenzuela, Bruno de",Unbekannt,1616,1677,,,Bruno de Solís y Valenzuela,,,,1616-01-01T00:00:00Z,1677-01-01T00:00:00Z,"Fernández de Solís y Valenzuela, Bruno Fernando de",,,
"Fernández de Solís y Valenzuela, Pedro",https://d-nb.info/gnd/136391168,,M,Colombia,1624,1711,136391168,Q6070588,"Solís y Valenzuela, Pedro de",Männlich,1624-05-10,1711-07-27,Bogotá,Kolumbien,Pedro de Solís y Valenzuela,male,Bogotá,Colombia,1625-05-10T00:00:00Z,1711-01-01T00:00:00Z,"Fernández de Solís y Valenzuela, Pedro",,,
"Fernández Flórez, Wenceslao",,NA,M,España,1885,1964,118683373,Q1377191,"Fernández Flórez, Wenceslao",männlich,1885,1964,La Coruña,Spanien,Wenceslao Fernández Flórez,male,A Coruña,Spain,1885-01-12,23496,"Fernández-Flórez, Wenceslao",https://viaf.org/viaf/100256291/,,
"Fernández García, Alejandro","Diccionario general de la literatura venezolana : autores. - Mérida : Centro de Investigaciones Literarias. Universidad de Los Andes Facultad de Humanidades y Educación, 1974. Becco, Horacio Jorge: Diccionario de literatura hispanoamericana : autores. - Caracas : Huemul, 1984. Monroy de Pino, Gladys: Ensayos. - Caracas : Edición de la Autora, 1997. Aira, César: Diccionario de Autores Latinoamericanos. - Buenos Aires : Emecé, 2001.",,M,Venezuela,1876,1939,,,,,,,,,,,,,,,,,,
"Fernández Madrid, José",https://www.wikidata.org/wiki/Q2645282,,M,Colombia,1789,1830,105547305X,Q2645282,"Fernández de Madrid, José",Unbekannt,1789,1830,,,José Fernández Madrid,male,Cartagena de Indias,Colombia,1789-02-19T00:00:00Z,1830-06-28T00:00:00Z,"Fernández Madrid, José",,,
"Fernández Morales, Juanita",https://es.wikipedia.org/wiki/Juana_de_Ibarbourou,Juana de América,F,Uruguay,1892,1979,https://d-nb.info/gnd/123040574,https://www.wikidata.org/wiki/Q237914,"Ibarbourou, Juana de",F,1892,1979,"Melo, Cerro Largo",Uruguay,Juana de Ibarbourou,F,Melo,Uruguay,8 de March de 1892,29051,"Ibarbourou, Juana de",http://viaf.org/viaf/100257812,,
"Fernández Ríos, Ovidio",http://viaf.org/viaf/31781867,,M,Uruguay,1883,1963,,,,,,,,,,,,,,,,,,
"Fernández Villegas, Francisco",https://es.wikipedia.org/wiki/Francisco_Fern%C3%A1ndez_Villegas,Zeda,M,España,1856,1916,,,,,,,,,,,,,,,,,,
"Fernández, Juan B.",https://www.wikidata.org/wiki/Q28792862,,M,Colombia,1894,1993,,Q28792862,,,,,,,,,,,,,,,"https://www.google.de/books/edition/Los_cercos_del_debate_sobre_restituci%C3%B3n/ptkyDwAAQBAJ?hl=es&gbpv=1&dq=Fern%C3%A1ndez,+Juan+B+editor+colombiano&pg=PA117&printsec=frontcover",
"Fernández, Manuel María","Calcaño, Julio (1892): Parnaso Venezolano",Manuel M. Fernández,M,Venezuela,1830,1902,,,,,,,,,,,,,,,,,,
"Fernando II, Rey de Aragón",https://www.wikidata.org/wiki/Q12860,,M,España,1452,1516,,,,,,,,,,,,,,,,https://viaf.org/viaf/76324947/,,
"Ferragut, Jean","https://viaf.org/viaf/295148389491610711980/#Ferragut,_Jean,_1909-1989; ",,M,Francia,1909,1989,,,,,,,,,,,,,,,,http://viaf.org/viaf/295148389491610711980,,
"Ferrari, Emilio",https://www.wikidata.org/wiki/Q5831090,,M,España,1850,1907,,Q5831090,,,,,,,,,,,,,,,,
"Ferrer Escobar, Jesús",Gallo Martínez: Diccionario Biográfico,,M,Colombia,1899,1971,,,,,,,,,,,,,,,,,,
"Ferrer, Marco A.",Gallo Martínez,NA,M,Colombia,1876,1951,,,,,,,,,,,,,,,,,,
"Ferrero, Guglielmo",https://www.wikidata.org/wiki/Q689713,"Ferrero, Guillermo",M,Italia,1871,1942,118989162,Q689713,"Ferrero, Guillermo",,,,,,Guglielmo Ferrero,male,Portici,Italy,1871-06-21,1942-08-03,"Ferrero, Guglielmo, 1871-1942.",http://viaf.org/viaf/79042660,79042660,
"Feuillet, Octave",https://es.wikipedia.org/wiki/Octave_Feuillet,,M,Francia,1821,1890,https://d-nb.info/gnd/118532790,https://www.wikidata.org/wiki/Q1091989,,,,,,,,,,,,,,http://viaf.org/viaf/68928998,,
"Féval, Paul",https://www.wikidata.org/wiki/Q472568,,M,Francia,1816,1887,118816217,Q472568,"Féval, Paul",Männlich,1816-09-30,1887-03-08,Rennes,Frankreich,Paul Féval,male,Hôtel de Blossac,France,1816-09-29,1887-03-07,"Féval, Paul, 1816-1887.",http://viaf.org/viaf/17222447,17222447,
"Finlayson, Clarence",https://es.wikipedia.org/wiki/Clarence_Finlayson,,M,Chile,1913,1954,,Q5771179,,,,,,,,,,,,,,"https://viaf.org/viaf/11489645/#Finlayson,_Clarence,_1913-1954",,
"Fitzmaurice-Kelly, James",Wikidata,,M,Reino Unido,1858,1923,142411299,Q935119,"Fitzmaurice-Kelly, James",männlich,1858,1923,,Großbritannien,James Fitzmaurice-Kelly,male,Glasgow,United Kingdom of Great Britain and Ireland,1858,8735,"Fitzmaurice-Kelly, James",http://viaf.org/viaf/100190576,,
"Flaubert, Gustave",https://es.wikipedia.org/wiki/Gustave_Flaubert,,M,Francia,1821,1880,118533754,Q43444,,,,,,,,,,,,,,http://viaf.org/viaf/9846192,,
"Fletcher Espinosa, Georgina",https://es.wikipedia.org/wiki/Georgina_Fletcher,,F,España,,,,https://www.wikidata.org/wiki/Q78940041,,,,,,,,,,,,,,https://www.wikidata.org/wiki/Q78940041,,
"Fleuriot-Kerinou, Francis",https://www.wikidata.org/wiki/Q115094857 :   https://data.bnf.fr/fr/12864931/francis_fleuriot-kerinou/,,M,Francia,1858,1925,,Q115094857,,,,,,,,,,,,,,"https://viaf.org/viaf/230025133/#Fleuriot-Kerinou,_Francis_1858-1925",,
"Flórez Álvarez, Ester",Otero Muñoz 1958: Riascos Grueso 1954-100,Floralba,F,Colombia,,,,,,,,,,,,,,,,,,,,
"Florez Alvarez, Leonidas",Laverde 1; Ospina; Minchero; Sánchez: Diccionario,,M,Colombia,1859,1892,,,"Florez Alvarez, Leonidas",,,,,,"Florez Alvarez, Leonidas",,,,,,"Flórez Alvarez, Leónidas 1888-",http://viaf.org/viaf/59006758,59006758,
"Flórez Fernandez, Paz",https://gw.geneanet.org/quinserpa?lang=es&n=florez+fernandez&oc=0&p=paz,NA,F,Colombia,1898,1957,https://d-nb.info/gnd/1206441038,NA,"Florez Fernández, Paz",NA,NA,NA,Bogotá,Colombia,NA,NA,NA,NA,NA,NA,"Flórez Fernández, Paz",http://viaf.org/viaf/7611158430397706260004,,
"Flórez Galindo, Federico",https://d-nb.info/gnd/1159117004,"Florez G., Federico",M,Perú,1846,1905,1159117004,,,,,,,,,,,,,,,"https://viaf.org/viaf/187391224/#Flores_Galindo,_Federico,_1846-1905",https://www.gbv.de/dms/sub-hamburg/461454157.pdf,
"Flórez, Julio",https://es.wikipedia.org/wiki/Julio_Fl%C3%B3rez,,M,Colombia,1867,1923,119107694,Q3189810,"Flórez, Julio",Unbekannt,1867-05-22,1923-02-07,Chiquinquirá,Kolumbien,Julio Flórez,male,Barranquilla,Colombia,1863-05-22,1923-02-07,"Flórez, Julio",https://viaf.org/viaf/42640747/,,
"Flórez, Luis Carlos",https://www.wikidata.org/wiki/Q90606400,,M,Colombia,1916,1985,119071819,Q90606400,"Flórez, Luis",Männlich,1916,,,,Luis Flórez,male,Colombia,Colombia,1916-10-05T00:00:00Z,1985-01-01T00:00:00Z,"Flórez, Luis Carlos",,,
"Foleÿ, Charles",,,M,Francia,1861,1956,https://d-nb.info/gnd/137851391,https://www.wikidata.org/wiki/Q48889747,,,,,,,,,,,,,,http://viaf.org/viaf/14797279,,
"Forero Benavides, Abelardo",https://www.wikidata.org/wiki/Q47490154,,M,Colombia,1912,2003,1178741540,Q47490154,"Forero Benavides, Abelardo",Unbekannt,1912,2003,,,Abelardo Forero,male,Facatativá,Colombia,1912-06-05T00:00:00Z,2003-11-25T00:00:00Z,"Forero Benávides, Abelardo 1912-2003",http://viaf.org/viaf/71434700,71434700,
"Forero Morales, Narciso",https://d-nb.info/gnd/1245341162,,M,Colombia,1899,,1245341162,,"Forero Morales, Narciso",Unbekannt,1899-06-08,,,,"Forero Morales, Narciso",,,,,,"Forero Morales, Narciso",http://viaf.org/viaf/873163706821429421689,"8,73E+20",
"Forero, Manuel José",https://d-nb.info/gnd/1055472770,,M,Colombia,1902,,1055472770,,"Forero, Manuel José",Unbekannt,1902,,,,"Forero, Manuel José",,,,,,"Forero, Manuel José",,,
"Forest, Louis",,"Forest, Louis",M,Francia,1872,1933,1036125246,Q15969859,"Forest, Louis",männlich,1872,1933,,Frankreich,Louis Forest,male,Metz,France,1872-03-04,12235,"Forest, Louis",https://viaf.org/viaf/61808900/,,
"Fort, Paul",https://es.wikipedia.org/wiki/Paul_Fort,,M,Francia,1872,1960,11868423X,Q561724,"Fort, Paul",Männlich,1872-02-01,1960-04-20,,,Paul Fort,male,Reims,France,1872-02-01,1960-04-20,"Fort, Paul",https://viaf.org/viaf/25396500/,,
"Fourrière, Eugène",,"Fourrier, Eugenio",M,Francia,1835,1917,,,,,,,,,,,,,,,,http://viaf.org/viaf/88928579,,
"France, Anatole",http://viaf.org/viaf/4925052,,M,Francia,1844,1924,,,,,,,,,,,,,,,,,,
"Francés, José",http://viaf.org/viaf/100256859,,M,España,1883,1964,,,,,,,,,,,,,,,,,,
"Francisco, Julio de",Sánchez: Diccionario,,M,Colombia,1864,1903,,,,,,,,,,,,,,,,,,
"Franco Ruiz, Mario",https://d-nb.info/gnd/1122063105,,M,Colombia,,,1122063105,,"Franco Ruiz, Mario",Unbekannt,,,,,"FRANCO RUIZ, MARIO",,,,,,"Franco, Mario, 1958-",http://viaf.org/viaf/2054281,2054281,
"Franco V., Constancio",https://www.wikidata.org/wiki/Q57316416,,M,Colombia,1842,1917,1019187840,Q57316416,"Franco V., Constancio",Unbekannt,1842,1917,,,Constancio Franco Vargas,male,Vélez,Colombia,1842-10-28T00:00:00Z,1917-01-01T00:00:00Z,"Franco V., Constancio",,,
"Franco Vélez, Jorge",https://www.wikidata.org/wiki/Q94660403,,M,Colombia,1922,1996,13424463X,Q94660403,"Franco Vélez, Jorge",Unbekannt,1922-12-19,1996-12-31,,,Jorge Franco Vélez,male,,,1922-01-01T00:00:00Z,1996-01-01T00:00:00Z,"Franco Vélez, Jorge 1922-1996",http://viaf.org/viaf/11118058,11118058,
"Franco, Horacio",Ospina; Sánchez: Diccionario,Frank; Juan Lanas,M,Colombia,1898,1965,,,,,,,,,,,,,,,,,,
"Franco, Horacio",Diccionario de Antioqueños,,M,Colombia,1898,1965,,,,,,,,,,,,,,,,,,
"Frau Marsal, Lorenzo",,NA,M,España,1885,1943,1206442107,,"Frau Marsal, Lorenzo",,1885,1943,Igualada,Spanien,,,,,,,,,https://www.cubanet.org/cultura/pueblo-de-los-diarios-de-la-republica-que-dejaron-de-salir-el-1o-de-enero-de-1959/,
"Frederic, Harold",,,M,Estados Unidos,1856,1898,https://d-nb.info/gnd/118703013,https://www.wikidata.org/wiki/Q1585832,https://www.wikidata.org/wiki/Q1585832,,,,,,,,,,,,,http://viaf.org/viaf/22251233,,
"Frontaura, Carlos",https://es.wikipedia.org/wiki/Carlos_Frontaura,,M,España,1834,1910,1027242391,Q17148259,,,,,,,,,,,,,,http://viaf.org/viaf/70277351,,
"Fry, Edward",Wikidata,,M,Reino Unido,1827,1918,1060470640,Q5343019,"Fry, Edward",männlich,1827,1918,,Großbritannien,Edward Fry,male,,,1827,1918,"Fry, Edward",http://viaf.org/viaf/34817543,,
"Fuenmayor, José Félix",https://www.wikidata.org/wiki/Q16941882,,M,Colombia,1885,1966,105714293X,Q16941882,"Fuenmayor, José Félix",Unbekannt,1885,1966,,,José Félix Fuenmayor,male,Barranquilla,Colombia,1885-01-01T00:00:00Z,1966-01-01T00:00:00Z,"Fuenmayor, José Félix, 1885-1966.",http://viaf.org/viaf/76486279,76486279,
"Gabriac, Alexis de",https://viaf.org/viaf/10148549/,,M,Francia,1811,1890,,Q11984998,,,,,,,,,,,,,,https://viaf.org/viaf/10148549/,,
"Gaitán Durán, Jorge",https://www.wikidata.org/wiki/Q9012800,,M,Colombia,1924,1962,120589745,Q9012800,"Gaitán Durán, Jorge",Unbekannt,1924,1962,,,Jorge Gaitán Durán,male,Pamplona,Colombia,1924-02-12T00:00:00Z,1962-06-21T00:00:00Z,"Gaitán Durán, Jorge",http://viaf.org/viaf/10681097,10681097,
"Gaitán Orjuela, Efraín",https://d-nb.info/gnd/1056652608,,M,Colombia,1929,,1056652608,,"Gaitán Orjuela, Efraín",Unbekannt,1929,,,,"Gaitán Orjuela, Efraín",,,,,,"Gaitán Orjuela, Efraín",http://viaf.org/viaf/16803060,16803060,
"Galarza Ossa, Eudoro",https://www.wikidata.org/wiki/Q16565224,Julio Tasarin,M,Colombia,1895,1938,,Q16565224,"GALARZA OSSA, EUDORO",,,,,,Eudoro Galarza Ossa,male,,,1895-01-01T00:00:00Z,1938-01-01T00:00:00Z,"GALARZA OSSA, EUDORO",,,
"Galindo, Aníbal",https://www.wikidata.org/wiki/Q94540055,,M,Colombia,1834,1901,1027554814,Q94540055,"Galindo, Aníbal",Unbekannt,1833,1901,Coello,Kolumbien,Aníbal Galindo,,,,1834-01-01,1901-01-01,"Galindo, Aníbal 1834-1901",http://viaf.org/viaf/60667327,60667327,
"Galindo, Beatriz",https://es.wikipedia.org/wiki/Beatriz_Galindo,La latina,F,España,1465,1535,NA,https://www.wikidata.org/wiki/Q1708316,NA,NA,NA,NA,NA,NA,Beatriz Galindo,F,Salamanca,Corona de castilla,1464,23 de November de 1535,"Galindo, Beatriz",http://viaf.org/viaf/127333495,,
"Galindo, Marco-Aurelio",https://es.wikipedia.org/wiki/Marco_Aurelio_Galindo,,M,México,1902,1989,1229153160,Q24961286,,,,,,,,,,,,,,https://viaf.org/viaf/91105470/,,
"Gallego Rojas, Gilberto",http://viaf.org/viaf/1313159234867603372951;Sánchez: Diccionario Autores Antioqueños,Tito,M,Colombia,,,,,"GALLEGO ROJAS, GILBERTO",,,,,,"GALLEGO ROJAS, GILBERTO",,,,,,"Gallego Rojas, Gilberto",http://viaf.org/viaf/1313159234867603372951,"1,31E+21",
"Gallego, Romualdo",http://viaf.org/viaf/33664926; Sánchez: Diccionario Autores Antioqueños,José Maria Castells,M,Colombia,1895,1931,,,"Gallego, Romualdo",,,,,,"Gallego, Romualdo",,,,,,"Gallego, Romualdo, 1895-1931",http://viaf.org/viaf/33664926,33664926,
"Gallegos, Rómulo",https://es.wikipedia.org/wiki/R%C3%B3mulo_Gallegos,,M,Venezuela,1884,1969,https://d-nb.info/gnd/118689312,https://www.wikidata.org/wiki/Q311401,,,,,,,,,,,,,,http://viaf.org/viaf/66467550,,
